,event,points,total_points,rank,rank_sort,overall_rank,percentile_rank,bank,value,event_transfers,event_transfers_cost,points_on_bench,manager_id
18893,8,25.0,330.0,9020504.0,9096042.0,8907849.0,90.0,1.0,991.0,0.0,0.0,0.0,5653707
18894,9,42.0,372.0,8994504.0,9055548.0,8988829.0,85.0,1.0,990.0,0.0,0.0,0.0,5653707
18895,10,18.0,390.0,10563984.0,10573136.0,9232330.0,100.0,1.0,991.0,0.0,0.0,0.0,5653707
18896,11,35.0,425.0,8992063.0,9057535.0,9330103.0,85.0,1.0,989.0,0.0,0.0,0.0,5653707
18897,12,39.0,464.0,7905060.0,7973173.0,9353641.0,75.0,1.0,986.0,0.0,0.0,0.0,5653707
18898,13,40.0,504.0,9446638.0,9493631.0,9444702.0,90.0,1.0,985.0,0.0,0.0,0.0,5653707
18899,14,43.0,547.0,9203066.0,9249959.0,9530275.0,90.0,1.0,987.0,0.0,0.0,0.0,5653707
18900,15,44.0,591.0,7173040.0,7248276.0,9525336.0,70.0,1.0,987.0,0.0,0.0,0.0,5653707
18901,16,36.0,627.0,8960943.0,9030703.0,9561080.0,85.0,1.0,989.0,0.0,0.0,0.0,5653707
18902,17,45.0,672.0,7956822.0,8003274.0,9559201.0,75.0,1.0,992.0,0.0,0.0,0.0,5653707
18903,18,43.0,715.0,7657446.0,7717013.0,9516839.0,70.0,1.0,994.0,0.0,0.0,0.0,5653707
18904,19,30.0,745.0,10845260.0,10853386.0,9687000.0,100.0,1.0,994.0,0.0,0.0,0.0,5653707
18905,20,40.0,785.0,10089414.0,10119805.0,9743284.0,95.0,1.0,992.0,0.0,0.0,0.0,5653707
18906,21,64.0,849.0,3430433.0,3488836.0,9590642.0,35.0,1.0,988.0,0.0,0.0,0.0,5653707
18907,22,77.0,926.0,104039.0,109189.0,9357010.0,1.0,1.0,988.0,0.0,0.0,0.0,5653707
18908,23,53.0,979.0,8159708.0,8259197.0,9375589.0,75.0,1.0,986.0,0.0,0.0,0.0,5653707
18909,24,52.0,1031.0,8808296.0,8835788.0,9398869.0,80.0,1.0,984.0,0.0,0.0,0.0,5653707
18910,25,35.0,1066.0,10920897.0,10935408.0,9553873.0,100.0,1.0,983.0,0.0,0.0,0.0,5653707
18911,26,15.0,1081.0,11227946.0,11233059.0,9729875.0,100.0,1.0,981.0,0.0,0.0,0.0,5653707
18912,27,38.0,1119.0,10514321.0,10555063.0,9798052.0,95.0,1.0,982.0,0.0,0.0,0.0,5653707
18913,28,23.0,1142.0,11022940.0,11042077.0,9881191.0,100.0,1.0,979.0,0.0,0.0,0.0,5653707
18914,29,37.0,1179.0,5816652.0,5891963.0,9859660.0,55.0,1.0,978.0,0.0,0.0,0.0,5653707
18915,30,22.0,1201.0,11040493.0,11059603.0,9927714.0,100.0,1.0,977.0,0.0,0.0,0.0,5653707
18916,31,27.0,1228.0,8161835.0,8288154.0,9942014.0,75.0,1.0,979.0,0.0,0.0,0.0,5653707
18917,32,31.0,1259.0,10472915.0,10506835.0,9993417.0,95.0,1.0,980.0,0.0,0.0,0.0,5653707
18918,33,33.0,1292.0,10497044.0,10532157.0,10048063.0,95.0,1.0,980.0,0.0,0.0,0.0,5653707
18919,34,13.0,1305.0,11216874.0,11228830.0,10116905.0,100.0,1.0,980.0,0.0,0.0,0.0,5653707
18920,35,42.0,1347.0,5461994.0,5619524.0,10094067.0,50.0,1.0,978.0,0.0,0.0,0.0,5653707
18921,36,35.0,1382.0,8255231.0,8367217.0,10096229.0,75.0,1.0,977.0,0.0,0.0,0.0,5653707
18922,37,17.0,1399.0,11170650.0,11190112.0,10149326.0,100.0,1.0,978.0,0.0,0.0,0.0,5653707
18923,38,24.0,1423.0,11000085.0,11026441.0,10191528.0,100.0,1.0,976.0,0.0,0.0,0.0,5653707
18924,1,42.0,42.0,7576260.0,7590508.0,7576260.0,90.0,0.0,1000.0,0.0,0.0,2.0,1201214
18925,2,55.0,93.0,7802678.0,7804154.0,7943441.0,85.0,0.0,1000.0,2.0,4.0,2.0,1201214
18926,3,50.0,123.0,8244431.0,8244509.0,8831010.0,85.0,2.0,999.0,6.0,20.0,10.0,1201214
18927,4,71.0,178.0,670732.0,670838.0,8485357.0,10.0,0.0,1003.0,5.0,16.0,2.0,1201214
18928,5,66.0,244.0,2697735.0,2714134.0,7902042.0,30.0,0.0,1004.0,0.0,0.0,4.0,1201214
18929,6,46.0,290.0,6048069.0,6054022.0,7951212.0,60.0,2.0,1004.0,2.0,0.0,0.0,1201214
18930,7,66.0,352.0,695213.0,697242.0,7229638.0,10.0,1.0,1003.0,2.0,4.0,0.0,1201214
18931,8,23.0,375.0,9647363.0,9651922.0,7709636.0,95.0,0.0,1004.0,1.0,0.0,10.0,1201214
18932,9,67.0,422.0,1786605.0,1786733.0,7802544.0,20.0,1.0,1005.0,6.0,20.0,2.0,1201214
18933,10,48.0,450.0,2381758.0,2381910.0,8044048.0,25.0,0.0,1008.0,6.0,20.0,4.0,1201214
18934,11,57.0,507.0,3108998.0,3117144.0,7660177.0,30.0,1.0,1011.0,1.0,0.0,3.0,1201214
18935,12,63.0,554.0,2067141.0,2067518.0,7573404.0,20.0,0.0,1011.0,5.0,16.0,5.0,1201214
18936,13,85.0,619.0,922764.0,922887.0,7199061.0,10.0,14.0,1014.0,6.0,20.0,11.0,1201214
18937,14,56.0,671.0,6319899.0,6327854.0,7291542.0,60.0,14.0,1020.0,2.0,4.0,6.0,1201214
18938,15,56.0,727.0,3891984.0,3901231.0,7095691.0,40.0,13.0,1022.0,1.0,0.0,1.0,1201214
18939,16,67.0,786.0,613192.0,614209.0,6674164.0,10.0,8.0,1026.0,3.0,8.0,10.0,1201214
18940,17,72.0,858.0,3648221.0,3656364.0,6120682.0,35.0,9.0,1032.0,1.0,0.0,18.0,1201214
18941,18,69.0,919.0,1344250.0,1347769.0,5775854.0,15.0,1.0,1034.0,3.0,8.0,14.0,1201214
18942,19,78.0,997.0,2634555.0,2647178.0,5442650.0,25.0,1.0,1037.0,0.0,0.0,5.0,1201214
18943,20,81.0,1074.0,902269.0,903422.0,5050083.0,10.0,0.0,1039.0,3.0,4.0,14.0,1201214
18944,21,76.0,1150.0,1412609.0,1421380.0,4574538.0,15.0,0.0,1044.0,0.0,0.0,5.0,1201214
18945,22,47.0,1197.0,4713980.0,4736476.0,4505890.0,45.0,0.0,1049.0,0.0,0.0,6.0,1201214
18946,23,52.0,1249.0,8510291.0,8526068.0,4727821.0,80.0,2.0,1049.0,0.0,0.0,9.0,1201214
18947,24,131.0,1360.0,1177441.0,1177459.0,4447579.0,15.0,16.0,1054.0,8.0,20.0,1.0,1201214
18948,25,87.0,1431.0,3543824.0,3544149.0,4665554.0,35.0,8.0,1048.0,5.0,16.0,2.0,1201214
18949,26,101.0,1508.0,131617.0,131624.0,4534981.0,5.0,58.0,1041.0,7.0,24.0,7.0,1201214
18950,27,69.0,1557.0,901041.0,901098.0,4623588.0,10.0,6.0,1042.0,6.0,20.0,0.0,1201214
18951,28,54.0,1607.0,6089764.0,6096011.0,4782048.0,55.0,6.0,1044.0,2.0,4.0,8.0,1201214
18952,29,33.0,1640.0,7163596.0,7168417.0,4881908.0,65.0,3.0,1043.0,1.0,0.0,0.0,1201214
18953,30,39.0,1679.0,7766248.0,7781930.0,4986337.0,70.0,3.0,1042.0,0.0,0.0,1.0,1201214
18954,31,26.0,1705.0,8555623.0,8574525.0,5085907.0,80.0,3.0,1040.0,0.0,0.0,0.0,1201214
18955,32,40.0,1745.0,9015483.0,9024825.0,5298725.0,80.0,3.0,1034.0,0.0,0.0,1.0,1201214
18956,33,63.0,1808.0,3756996.0,3771317.0,5203818.0,35.0,3.0,1031.0,0.0,0.0,2.0,1201214
18957,34,49.0,1857.0,4884867.0,4885524.0,5183306.0,45.0,0.0,1030.0,4.0,0.0,2.0,1201214
18958,35,28.0,1885.0,10197382.0,10206442.0,5351123.0,90.0,0.0,1030.0,0.0,0.0,12.0,1201214
18959,36,62.0,1947.0,793366.0,798585.0,5112500.0,10.0,0.0,1030.0,0.0,0.0,16.0,1201214
18960,37,47.0,1994.0,3036955.0,3055371.0,5021256.0,30.0,0.0,1030.0,0.0,0.0,4.0,1201214
18961,38,46.0,2040.0,5850274.0,5850994.0,5049845.0,55.0,0.0,1028.0,4.0,0.0,7.0,1201214
18962,1,61.0,61.0,3358109.0,3358980.0,3358110.0,40.0,0.0,1000.0,0.0,0.0,2.0,20106
18963,2,88.0,149.0,1059876.0,1060050.0,1116691.0,15.0,0.0,1001.0,0.0,0.0,2.0,20106
18964,3,74.0,223.0,2843724.0,2844009.0,1206464.0,30.0,0.0,1001.0,0.0,0.0,2.0,20106
18965,4,53.0,276.0,4752972.0,4753010.0,1306528.0,50.0,0.0,1001.0,3.0,0.0,0.0,20106
18966,5,52.0,328.0,6925497.0,6925609.0,2140264.0,70.0,0.0,1005.0,0.0,0.0,1.0,20106
18967,6,59.0,387.0,2958081.0,2958202.0,1645433.0,30.0,0.0,1010.0,0.0,0.0,5.0,20106
18968,7,47.0,434.0,4621626.0,4621858.0,1679825.0,45.0,0.0,1014.0,0.0,0.0,3.0,20106
18969,8,40.0,474.0,3951128.0,3951280.0,1605828.0,40.0,3.0,1015.0,2.0,0.0,13.0,20106
18970,9,68.0,542.0,1469363.0,1469552.0,1220645.0,15.0,20.0,1018.0,1.0,0.0,8.0,20106
18971,10,62.0,604.0,324265.0,324408.0,618980.0,5.0,0.0,1023.0,2.0,0.0,11.0,20106
18972,11,49.0,653.0,5110758.0,5110916.0,859446.0,50.0,0.0,1028.0,0.0,0.0,7.0,20106
18973,12,53.0,702.0,4323430.0,4323484.0,1110837.0,45.0,0.0,1028.0,3.0,4.0,1.0,20106
18974,13,81.0,783.0,1332872.0,1333015.0,832966.0,15.0,0.0,1027.0,1.0,0.0,1.0,20106
18975,14,55.0,834.0,6608773.0,6608985.0,1202461.0,65.0,39.0,1026.0,2.0,4.0,12.0,20106
18976,15,63.0,897.0,2223055.0,2223259.0,969267.0,25.0,26.0,1029.0,1.0,0.0,1.0,20106
18977,16,36.0,933.0,8960943.0,8961023.0,1356974.0,85.0,26.0,1035.0,0.0,0.0,4.0,20106
18978,17,112.0,1045.0,21898.0,21900.0,607814.0,1.0,0.0,1031.0,2.0,0.0,6.0,20106
18979,18,71.0,1112.0,943930.0,944230.0,541307.0,10.0,0.0,1033.0,2.0,4.0,8.0,20106
18980,19,96.0,1208.0,265549.0,265621.0,331570.0,5.0,6.0,1038.0,1.0,0.0,3.0,20106
18981,20,61.0,1269.0,5057743.0,5057946.0,390803.0,50.0,6.0,1043.0,0.0,0.0,1.0,20106
18982,21,67.0,1336.0,2990308.0,2990398.0,411077.0,30.0,4.0,1043.0,2.0,0.0,11.0,20106
18983,22,50.0,1386.0,3628920.0,3629427.0,387849.0,35.0,4.0,1048.0,0.0,0.0,8.0,20106
18984,23,75.0,1461.0,984824.0,984983.0,281596.0,10.0,1.0,1045.0,2.0,0.0,5.0,20106
18985,24,103.0,1564.0,4415103.0,4415136.0,441092.0,40.0,1.0,1046.0,0.0,0.0,11.0,20106
18986,25,105.0,1669.0,638029.0,638233.0,330489.0,10.0,0.0,1044.0,2.0,0.0,3.0,20106
18987,26,74.0,1743.0,3684510.0,3684676.0,382527.0,35.0,13.0,1042.0,1.0,0.0,1.0,20106
18988,27,50.0,1789.0,7437260.0,7437378.0,478046.0,70.0,1.0,1041.0,2.0,4.0,8.0,20106
18989,28,53.0,1838.0,6375449.0,6375554.0,596676.0,60.0,0.0,1041.0,2.0,4.0,16.0,20106
18990,29,39.0,1877.0,5471205.0,5471295.0,712711.0,50.0,14.0,1040.0,1.0,0.0,0.0,20106
18991,30,55.0,1932.0,2019989.0,2020471.0,657689.0,20.0,2.0,1029.0,0.0,0.0,15.0,20106
18992,31,58.0,1990.0,447286.0,447959.0,515083.0,5.0,2.0,1034.0,0.0,0.0,10.0,20106
18993,32,76.0,2066.0,1900006.0,1900305.0,518820.0,20.0,2.0,1040.0,0.0,0.0,10.0,20106
18994,33,70.0,2136.0,2399498.0,2399571.0,503105.0,25.0,1.0,1041.0,3.0,0.0,0.0,20106
18995,34,85.0,2221.0,416146.0,416936.0,398949.0,5.0,1.0,1044.0,0.0,0.0,19.0,20106
18996,35,63.0,2284.0,336701.0,336800.0,308826.0,5.0,11.0,1039.0,1.0,0.0,10.0,20106
18997,36,74.0,2354.0,150133.0,150214.0,235011.0,5.0,6.0,1039.0,2.0,4.0,14.0,20106
18998,37,54.0,2404.0,1663761.0,1663903.0,245317.0,15.0,20.0,1032.0,2.0,4.0,15.0,20106
18999,38,82.0,2474.0,99809.0,99811.0,201954.0,1.0,37.0,1032.0,4.0,12.0,0.0,20106
19000,1,53.0,53.0,5385248.0,5406640.0,5385246.0,65.0,5.0,1000.0,0.0,0.0,7.0,916496
19001,2,100.0,153.0,233660.0,235453.0,792875.0,5.0,0.0,1000.0,1.0,0.0,11.0,916496
19002,3,74.0,227.0,2843724.0,2853531.0,922682.0,30.0,0.0,1006.0,0.0,0.0,10.0,916496
19003,4,63.0,290.0,1898084.0,1900583.0,505875.0,20.0,0.0,1006.0,2.0,0.0,7.0,916496
19004,5,44.0,334.0,8911344.0,8916997.0,1685660.0,90.0,0.0,1008.0,0.0,0.0,10.0,916496
19005,6,64.0,398.0,2168618.0,2173016.0,1007091.0,25.0,0.0,1008.0,1.0,0.0,3.0,916496
19006,7,30.0,428.0,9760885.0,9762289.0,2115801.0,95.0,8.0,1010.0,2.0,0.0,6.0,916496
19007,8,37.0,465.0,4737428.0,4752592.0,2187142.0,45.0,8.0,1009.0,0.0,0.0,-2.0,916496
19008,9,61.0,526.0,3259385.0,3268762.0,2072125.0,35.0,7.0,1010.0,1.0,0.0,2.0,916496
19009,10,51.0,577.0,1477587.0,1486979.0,1626239.0,15.0,7.0,1014.0,0.0,0.0,17.0,916496
19010,11,60.0,637.0,2314725.0,2321956.0,1403581.0,25.0,7.0,1013.0,0.0,0.0,7.0,916496
19011,12,47.0,684.0,5996058.0,5996699.0,1745415.0,60.0,4.0,1015.0,4.0,0.0,8.0,916496
19012,13,87.0,771.0,642904.0,646026.0,1138455.0,10.0,2.0,1013.0,0.0,0.0,7.0,916496
19013,14,48.0,819.0,8201102.0,8207870.0,1642928.0,80.0,2.0,1019.0,0.0,0.0,10.0,916496
19014,15,59.0,878.0,2975774.0,2985701.0,1462732.0,30.0,2.0,1020.0,0.0,0.0,4.0,916496
19015,16,43.0,921.0,6848149.0,6860168.0,1698073.0,65.0,2.0,1020.0,0.0,0.0,10.0,916496
19016,17,92.0,1013.0,754644.0,754969.0,1237638.0,10.0,0.0,1021.0,4.0,0.0,6.0,916496
19017,18,63.0,1072.0,2713003.0,2723907.0,1283293.0,25.0,16.0,1020.0,2.0,4.0,4.0,916496
19018,19,86.0,1154.0,1250749.0,1253448.0,1156942.0,15.0,1.0,1021.0,2.0,4.0,15.0,916496
19019,20,48.0,1202.0,8766118.0,8772477.0,1562531.0,80.0,1.0,1023.0,0.0,0.0,7.0,916496
19020,21,65.0,1267.0,3338348.0,3345446.0,1566490.0,35.0,1.0,1022.0,1.0,0.0,15.0,916496
19021,22,32.0,1299.0,10157273.0,10158677.0,1882433.0,95.0,7.0,1024.0,2.0,0.0,16.0,916496
19022,23,56.0,1355.0,7243550.0,7254384.0,2012907.0,65.0,14.0,1026.0,1.0,0.0,6.0,916496
19023,24,135.0,1490.0,846705.0,850978.0,1559158.0,10.0,4.0,1022.0,1.0,0.0,7.0,916496
19024,25,80.0,1570.0,5032921.0,5038331.0,1733701.0,45.0,1.0,1021.0,1.0,0.0,12.0,916496
19025,26,83.0,1653.0,1672421.0,1681380.0,1600293.0,15.0,10.0,1019.0,1.0,0.0,6.0,916496
19026,27,51.0,1704.0,6649611.0,6666363.0,1686285.0,60.0,10.0,1018.0,0.0,0.0,9.0,916496
19027,28,57.0,1761.0,4834803.0,4851476.0,1763635.0,45.0,10.0,1016.0,0.0,0.0,11.0,916496
19028,29,47.0,1808.0,3513993.0,3520418.0,1756115.0,35.0,10.0,1014.0,0.0,0.0,6.0,916496
19029,30,57.0,1861.0,1745071.0,1745797.0,1694216.0,20.0,11.0,1009.0,4.0,4.0,3.0,916496
19030,31,43.0,1904.0,2407188.0,2417833.0,1615503.0,25.0,11.0,1014.0,0.0,0.0,24.0,916496
19031,32,111.0,2015.0,27178.0,27446.0,1047330.0,1.0,22.0,1010.0,2.0,0.0,7.0,916496
19032,33,50.0,2061.0,7384752.0,7386729.0,1298219.0,65.0,2.0,1012.0,2.0,4.0,6.0,916496
19033,34,55.0,2112.0,3590468.0,3593340.0,1428679.0,35.0,11.0,1011.0,2.0,4.0,0.0,916496
19034,35,45.0,2157.0,4190406.0,4210461.0,1423849.0,40.0,11.0,1012.0,0.0,0.0,14.0,916496
19035,36,44.0,2201.0,4976176.0,4991553.0,1478199.0,45.0,20.0,1003.0,0.0,0.0,14.0,916496
19036,37,38.0,2239.0,5825588.0,5841694.0,1588750.0,55.0,20.0,1003.0,0.0,0.0,14.0,916496
19037,38,56.0,2295.0,2799863.0,2801617.0,1566427.0,25.0,27.0,1000.0,3.0,0.0,0.0,916496
19038,1,,,,,,,,,,,,23358071
19039,2,,,,,,,,,,,,23358071
19040,3,,,,,,,,,,,,23358071
19041,4,,,,,,,,,,,,23358071
19042,5,,,,,,,,,,,,23358071
19043,6,,,,,,,,,,,,23358071
19044,7,,,,,,,,,,,,23358071
19045,8,,,,,,,,,,,,23358071
19046,9,,,,,,,,,,,,23358071
19047,10,,,,,,,,,,,,23358071
19048,11,,,,,,,,,,,,23358071
19049,12,,,,,,,,,,,,23358071
19050,13,,,,,,,,,,,,23358071
19051,14,,,,,,,,,,,,23358071
19052,15,,,,,,,,,,,,23358071
19053,16,,,,,,,,,,,,23358071
19054,17,,,,,,,,,,,,23358071
19055,18,,,,,,,,,,,,23358071
19056,19,,,,,,,,,,,,23358071
19057,20,,,,,,,,,,,,23358071
19058,21,,,,,,,,,,,,23358071
19059,22,,,,,,,,,,,,23358071
19060,23,,,,,,,,,,,,23358071
19061,24,,,,,,,,,,,,23358071
19062,25,,,,,,,,,,,,23358071
19063,26,,,,,,,,,,,,23358071
19064,27,,,,,,,,,,,,23358071
19065,28,,,,,,,,,,,,23358071
19066,29,,,,,,,,,,,,23358071
19067,30,,,,,,,,,,,,23358071
19068,31,,,,,,,,,,,,23358071
19069,32,,,,,,,,,,,,23358071
19070,33,,,,,,,,,,,,23358071
19071,34,,,,,,,,,,,,23358071
19072,35,,,,,,,,,,,,23358071
19073,36,,,,,,,,,,,,23358071
19074,37,,,,,,,,,,,,23358071
19075,38,,,,,,,,,,,,23358071
19076,1,,,,,,,,,,,,33809310
19077,2,,,,,,,,,,,,33809310
19078,3,,,,,,,,,,,,33809310
19079,4,,,,,,,,,,,,33809310
19080,5,,,,,,,,,,,,33809310
19081,6,,,,,,,,,,,,33809310
19082,7,,,,,,,,,,,,33809310
19083,8,,,,,,,,,,,,33809310
19084,9,,,,,,,,,,,,33809310
19085,10,,,,,,,,,,,,33809310
19086,11,,,,,,,,,,,,33809310
19087,12,,,,,,,,,,,,33809310
19088,13,,,,,,,,,,,,33809310
19089,14,,,,,,,,,,,,33809310
19090,15,,,,,,,,,,,,33809310
19091,16,,,,,,,,,,,,33809310
19092,17,,,,,,,,,,,,33809310
19093,18,,,,,,,,,,,,33809310
19094,19,,,,,,,,,,,,33809310
19095,20,,,,,,,,,,,,33809310
19096,21,,,,,,,,,,,,33809310
19097,22,,,,,,,,,,,,33809310
19098,23,,,,,,,,,,,,33809310
19099,24,,,,,,,,,,,,33809310
19100,25,,,,,,,,,,,,33809310
19101,26,,,,,,,,,,,,33809310
19102,27,,,,,,,,,,,,33809310
19103,28,,,,,,,,,,,,33809310
19104,29,,,,,,,,,,,,33809310
19105,30,,,,,,,,,,,,33809310
19106,31,,,,,,,,,,,,33809310
19107,32,,,,,,,,,,,,33809310
19108,33,,,,,,,,,,,,33809310
19109,34,,,,,,,,,,,,33809310
19110,35,,,,,,,,,,,,33809310
19111,36,,,,,,,,,,,,33809310
19112,37,,,,,,,,,,,,33809310
19113,38,,,,,,,,,,,,33809310
19114,1,50.0,50.0,6085624.0,6086809.0,6085623.0,75.0,0.0,1000.0,0.0,0.0,12.0,96057
19115,2,90.0,140.0,887777.0,888556.0,2341098.0,10.0,0.0,1001.0,1.0,0.0,6.0,96057
19116,3,91.0,223.0,260409.0,260445.0,1283635.0,5.0,0.0,1005.0,3.0,8.0,11.0,96057
19117,4,66.0,289.0,1274742.0,1275064.0,565654.0,15.0,3.0,1010.0,1.0,0.0,4.0,96057
19118,5,79.0,368.0,560068.0,560542.0,218613.0,10.0,13.0,1016.0,1.0,0.0,11.0,96057
19119,6,57.0,425.0,3354684.0,3355371.0,193609.0,35.0,3.0,1018.0,0.0,0.0,6.0,96057
19120,7,43.0,464.0,6262351.0,6262800.0,390951.0,60.0,1.0,1026.0,2.0,4.0,9.0,96057
19121,8,37.0,497.0,5035458.0,5036167.0,597570.0,50.0,21.0,1026.0,2.0,4.0,5.0,96057
19122,9,68.0,565.0,1469363.0,1470195.0,460119.0,15.0,21.0,1029.0,1.0,0.0,10.0,96057
19123,10,42.0,607.0,4115114.0,4116207.0,557783.0,40.0,24.0,1034.0,1.0,0.0,7.0,96057
19124,11,61.0,656.0,2301248.0,2301292.0,796364.0,25.0,16.0,1035.0,4.0,12.0,4.0,96057
19125,12,58.0,706.0,3082254.0,3082520.0,1004382.0,30.0,23.0,1037.0,3.0,8.0,6.0,96057
19126,13,72.0,778.0,2780067.0,2780809.0,968096.0,30.0,17.0,1039.0,1.0,0.0,11.0,96057
19127,14,66.0,840.0,3398113.0,3398954.0,1050193.0,35.0,23.0,1042.0,2.0,4.0,4.0,96057
19128,15,58.0,894.0,3415153.0,3415663.0,1049316.0,35.0,0.0,1044.0,2.0,4.0,2.0,96057
19129,16,50.0,944.0,4512033.0,4513303.0,1083133.0,45.0,0.0,1045.0,1.0,0.0,18.0,96057
19130,17,88.0,1032.0,1122583.0,1123442.0,841087.0,15.0,2.0,1046.0,1.0,0.0,3.0,96057
19131,18,65.0,1093.0,2174305.0,2175890.0,855318.0,20.0,16.0,1045.0,2.0,4.0,10.0,96057
19132,19,69.0,1162.0,5036747.0,5037767.0,1002665.0,50.0,42.0,1046.0,1.0,0.0,5.0,96057
19133,20,61.0,1223.0,5057743.0,5058775.0,1108148.0,50.0,0.0,1046.0,0.0,0.0,10.0,96057
19134,21,48.0,1271.0,7199040.0,7199240.0,1487878.0,65.0,11.0,1048.0,1.0,0.0,11.0,96057
19135,22,42.0,1313.0,6742019.0,6743852.0,1570675.0,65.0,11.0,1050.0,0.0,0.0,8.0,96057
19136,23,61.0,1370.0,5235176.0,5235405.0,1673790.0,50.0,0.0,1051.0,3.0,4.0,18.0,96057
19137,24,142.0,1504.0,442623.0,442783.0,1299411.0,5.0,0.0,1050.0,3.0,8.0,5.0,96057
19138,25,92.0,1592.0,2446556.0,2447314.0,1326613.0,25.0,14.0,1049.0,2.0,4.0,11.0,96057
19139,26,69.0,1661.0,4762694.0,4763293.0,1462694.0,45.0,14.0,1051.0,0.0,0.0,9.0,96057
19140,27,53.0,1714.0,6146099.0,6146793.0,1513078.0,55.0,20.0,1051.0,2.0,0.0,10.0,96057
19141,28,57.0,1767.0,5112744.0,5113405.0,1662904.0,50.0,59.0,1052.0,2.0,4.0,12.0,96057
19142,29,67.0,1834.0,849363.0,849934.0,1320026.0,10.0,59.0,1053.0,0.0,0.0,1.0,96057
19143,30,58.0,1888.0,1500477.0,1500648.0,1251187.0,15.0,72.0,1056.0,3.0,4.0,4.0,96057
19144,31,32.0,1920.0,6427533.0,6427921.0,1369548.0,60.0,77.0,1054.0,1.0,0.0,2.0,96057
19145,32,86.0,1998.0,914356.0,914448.0,1274977.0,10.0,54.0,1055.0,3.0,8.0,9.0,96057
19146,33,62.0,2056.0,4206798.0,4207278.0,1370485.0,40.0,4.0,1055.0,2.0,4.0,0.0,96057
19147,34,33.0,2089.0,8848990.0,8849026.0,1739107.0,80.0,1.0,1056.0,1.0,0.0,4.0,96057
19148,35,39.0,2128.0,6743271.0,6744754.0,1813478.0,60.0,1.0,1053.0,0.0,0.0,13.0,96057
19149,36,28.0,2156.0,10167778.0,10168152.0,2085420.0,90.0,1.0,1051.0,0.0,0.0,14.0,96057
19150,37,40.0,2196.0,5155270.0,5156400.0,2164214.0,50.0,1.0,1046.0,0.0,0.0,6.0,96057
19151,38,41.0,2237.0,7242874.0,7243653.0,2327621.0,65.0,1.0,1043.0,0.0,0.0,13.0,96057
19152,1,57.0,57.0,4384115.0,4388272.0,4384115.0,55.0,5.0,1000.0,0.0,0.0,5.0,128800
19153,2,44.0,101.0,8970181.0,8970319.0,7387478.0,95.0,0.0,1000.0,1.0,0.0,6.0,128800
19154,3,75.0,176.0,2592159.0,2593554.0,5788171.0,30.0,0.0,1001.0,0.0,0.0,5.0,128800
19155,4,51.0,227.0,5115881.0,5118340.0,5635699.0,55.0,0.0,1000.0,0.0,0.0,8.0,128800
19156,5,53.0,280.0,6623842.0,6624992.0,5898179.0,65.0,0.0,1000.0,0.0,0.0,4.0,128800
19157,6,39.0,319.0,7541973.0,7544564.0,6596881.0,75.0,2.0,1000.0,0.0,0.0,2.0,128800
19158,7,45.0,364.0,5303098.0,5304530.0,6592728.0,55.0,2.0,1004.0,0.0,0.0,9.0,128800
19159,8,32.0,396.0,6649141.0,6651267.0,6761387.0,65.0,2.0,1003.0,0.0,0.0,7.0,128800
19160,9,61.0,457.0,3094172.0,3095600.0,6321664.0,30.0,2.0,1002.0,0.0,0.0,13.0,128800
19161,10,34.0,491.0,6940797.0,6942001.0,6465409.0,70.0,2.0,1002.0,0.0,0.0,3.0,128800
19162,11,50.0,541.0,4825390.0,4826563.0,6290987.0,50.0,2.0,1000.0,0.0,0.0,13.0,128800
19163,12,31.0,572.0,9556323.0,9556726.0,6913764.0,90.0,2.0,1000.0,0.0,0.0,20.0,128800
19164,13,66.0,638.0,3889437.0,3890451.0,6509065.0,40.0,2.0,1002.0,0.0,0.0,-1.0,128800
19165,14,59.0,697.0,5486333.0,5486416.0,6398237.0,55.0,0.0,998.0,4.0,0.0,5.0,128800
19166,15,43.0,740.0,7632053.0,7632871.0,6659486.0,75.0,3.0,998.0,1.0,0.0,3.0,128800
19167,16,48.0,788.0,5035503.0,5037256.0,6586947.0,50.0,3.0,1000.0,0.0,0.0,2.0,128800
19168,17,59.0,847.0,5744506.0,5745010.0,6428707.0,55.0,3.0,1000.0,0.0,0.0,3.0,128800
19169,18,71.0,918.0,986333.0,986687.0,5784850.0,10.0,1.0,998.0,3.0,0.0,8.0,128800
19170,19,90.0,1008.0,654553.0,655312.0,5129793.0,10.0,1.0,1002.0,0.0,0.0,7.0,128800
19171,20,63.0,1071.0,4478984.0,4480408.0,5107392.0,45.0,1.0,1005.0,0.0,0.0,2.0,128800
19172,21,76.0,1147.0,1412609.0,1413825.0,4629428.0,15.0,1.0,1005.0,0.0,0.0,6.0,128800
19173,22,51.0,1198.0,3295295.0,3297790.0,4459379.0,30.0,1.0,1006.0,0.0,0.0,14.0,128800
19174,23,60.0,1258.0,5269072.0,5271379.0,4480660.0,50.0,1.0,1006.0,0.0,0.0,17.0,128800
19175,24,114.0,1372.0,2807020.0,2807695.0,4175977.0,30.0,2.0,1003.0,2.0,0.0,5.0,128800
19176,25,117.0,1489.0,102015.0,102115.0,3471180.0,1.0,15.0,1004.0,3.0,0.0,11.0,128800
19177,26,74.0,1563.0,3684510.0,3685786.0,3441885.0,35.0,41.0,1005.0,1.0,0.0,2.0,128800
